datasourceId,sourceId,sourceType,StartOfPeriod,endOfPeriod,locationLatitude,locationLongitude,no2Conc1HourMean.qcAssessment,no2Conc1HourMean.status,no2Conc1HourMean.value,pm10ConcMass1HourMean.qcAssessment,pm10ConcMass1HourMean.raw,pm2_5ConcMass1HourMean.qcAssessment,pm2_5ConcMass1HourMean.status,pm2_5ConcMass1HourMean.value
DYJIY3756,AK639KKR,CLARITY_NODE,2025;05;05;23,2025;05;06;00,42.46656678,-73.24792415,valid,calibrated-ready,14.29,valid,1.22,valid,calibrated-ready,1.52
DARSM2019,AF64TV9R,CLARITY_NODE,2025;05;06;00,2025;05;06;01,42.45179,-73.25484,valid,calibrated-ready,21.58,valid,0.64,valid,calibrated-ready,1.79
DBGKL8516,AGK79VTM,CLARITY_NODE,2025;05;06;00,2025;05;06;01,42.46803,-73.20072,valid,calibrated-ready,12.71,valid,0.58,valid,calibrated-ready,1.55
DJFKW1483,ANWQJL6T,CLARITY_NODE,2025;05;06;00,2025;05;06;01,42.42689,-73.28892,valid,calibrated-ready,9.07,valid,3.97,valid,calibrated-ready,1.44
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2025;05;06;00,2025;05;06;01,42.45855,-73.22086,valid,calibrated-ready,24.12,valid,1.12,valid,calibrated-ready,1.68
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2025;05;06;00,2025;05;06;01,42.42171656,-73.20349336,valid,calibrated-ready,18.17,valid,0.58,valid,calibrated-ready,1.58
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2025;05;06;00,2025;05;06;01,42.45301464,-73.26174029,valid,calibrated-ready,17.63,valid,1.22,valid,calibrated-ready,1.58
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2025;05;06;00,2025;05;06;01,42.45658,-73.2441,valid,calibrated-ready,7.59,valid,2.12,valid,calibrated-ready,1.7
DXXHJ4229,A3F7VX67,CLARITY_NODE,2025;05;06;00,2025;05;06;01,42.44963,-73.25216,valid,calibrated-ready,18.6,valid,1.15,valid,calibrated-ready,1.59
DYJIY3756,AK639KKR,CLARITY_NODE,2025;05;06;00,2025;05;06;01,42.46656678,-73.24792415,valid,calibrated-ready,14.42,valid,1.15,valid,calibrated-ready,1.57
DARSM2019,AF64TV9R,CLARITY_NODE,2025;05;06;01,2025;05;06;02,42.45179,-73.25484,valid,calibrated-ready,21.7,valid,0.62,valid,calibrated-ready,1.81
DBGKL8516,AGK79VTM,CLARITY_NODE,2025;05;06;01,2025;05;06;02,42.46803,-73.20072,valid,calibrated-ready,11.3,valid,0.62,valid,calibrated-ready,1.59
DJFKW1483,ANWQJL6T,CLARITY_NODE,2025;05;06;01,2025;05;06;02,42.42689,-73.28892,valid,calibrated-ready,9.43,valid,4.38,valid,calibrated-ready,1.49
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2025;05;06;01,2025;05;06;02,42.45855,-73.22086,valid,calibrated-ready,24.37,valid,1.17,valid,calibrated-ready,1.66
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2025;05;06;01,2025;05;06;02,42.42171656,-73.20349336,valid,calibrated-ready,17.16,valid,0.62,valid,calibrated-ready,1.55
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2025;05;06;01,2025;05;06;02,42.45301464,-73.26174029,valid,calibrated-ready,19.13,valid,1.22,valid,calibrated-ready,1.69
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2025;05;06;01,2025;05;06;02,42.45658,-73.2441,valid,calibrated-ready,8.53,valid,2.12,valid,calibrated-ready,1.67
DXXHJ4229,A3F7VX67,CLARITY_NODE,2025;05;06;01,2025;05;06;02,42.44963,-73.25216,valid,calibrated-ready,17.49,valid,1.15,valid,calibrated-ready,1.58
DYJIY3756,AK639KKR,CLARITY_NODE,2025;05;06;01,2025;05;06;02,42.46656678,-73.24792415,valid,calibrated-ready,15.21,valid,1.2,valid,calibrated-ready,1.72
DARSM2019,AF64TV9R,CLARITY_NODE,2025;05;06;02,2025;05;06;03,42.45179,-73.25484,valid,calibrated-ready,21.26,valid,0.58,valid,calibrated-ready,1.61
DBGKL8516,AGK79VTM,CLARITY_NODE,2025;05;06;02,2025;05;06;03,42.46803,-73.20072,valid,calibrated-ready,11.74,valid,0.58,valid,calibrated-ready,1.44
DJFKW1483,ANWQJL6T,CLARITY_NODE,2025;05;06;02,2025;05;06;03,42.42689,-73.28892,valid,calibrated-ready,10.41,valid,4.04,valid,calibrated-ready,1.34
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2025;05;06;02,2025;05;06;03,42.45855,-73.22086,valid,calibrated-ready,22.61,valid,0.96,valid,calibrated-ready,1.55
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2025;05;06;02,2025;05;06;03,42.42171656,-73.20349336,valid,calibrated-ready,19.5,valid,0.71,valid,calibrated-ready,1.5
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2025;05;06;02,2025;05;06;03,42.45301464,-73.26174029,valid,calibrated-ready,18.38,valid,1.07,valid,calibrated-ready,1.52
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2025;05;06;02,2025;05;06;03,42.45658,-73.2441,valid,calibrated-ready,7.77,valid,1.87,valid,calibrated-ready,1.55
DXXHJ4229,A3F7VX67,CLARITY_NODE,2025;05;06;02,2025;05;06;03,42.44963,-73.25216,valid,calibrated-ready,16.34,valid,1.15,valid,calibrated-ready,1.51
DYJIY3756,AK639KKR,CLARITY_NODE,2025;05;06;02,2025;05;06;03,42.46656678,-73.24792415,valid,calibrated-ready,13.89,valid,1.09,valid,calibrated-ready,1.48
DARSM2019,AF64TV9R,CLARITY_NODE,2025;05;06;03,2025;05;06;04,42.45179,-73.25484,valid,calibrated-ready,21.31,valid,0.62,valid,calibrated-ready,1.62
DBGKL8516,AGK79VTM,CLARITY_NODE,2025;05;06;03,2025;05;06;04,42.46803,-73.20072,valid,calibrated-ready,11.03,valid,0.58,valid,calibrated-ready,1.52
DJFKW1483,ANWQJL6T,CLARITY_NODE,2025;05;06;03,2025;05;06;04,42.42689,-73.28892,valid,calibrated-ready,7.47,valid,3.85,valid,calibrated-ready,1.36
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2025;05;06;03,2025;05;06;04,42.45855,-73.22086,valid,calibrated-ready,24.94,valid,1.22,valid,calibrated-ready,1.64
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2025;05;06;03,2025;05;06;04,42.42171656,-73.20349336,valid,calibrated-ready,19.6,valid,0.72,valid,calibrated-ready,1.66
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2025;05;06;03,2025;05;06;04,42.45301464,-73.26174029,valid,calibrated-ready,18.03,valid,1.1,valid,calibrated-ready,1.53
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2025;05;06;03,2025;05;06;04,42.45658,-73.2441,valid,calibrated-ready,7.24,valid,1.99,valid,calibrated-ready,1.56
DXXHJ4229,A3F7VX67,CLARITY_NODE,2025;05;06;03,2025;05;06;04,42.44963,-73.25216,valid,calibrated-ready,16.19,valid,1.15,valid,calibrated-ready,1.51
DYJIY3756,AK639KKR,CLARITY_NODE,2025;05;06;03,2025;05;06;04,42.46656678,-73.24792415,valid,calibrated-ready,14.19,valid,1.13,valid,calibrated-ready,1.52
DARSM2019,AF64TV9R,CLARITY_NODE,2025;05;06;04,2025;05;06;05,42.45179,-73.25484,valid,calibrated-ready,20,valid,4.09,valid,calibrated-ready,3.04
DBGKL8516,AGK79VTM,CLARITY_NODE,2025;05;06;04,2025;05;06;05,42.46803,-73.20072,valid,calibrated-ready,13.24,valid,1.53,valid,calibrated-ready,2.14
DJFKW1483,ANWQJL6T,CLARITY_NODE,2025;05;06;04,2025;05;06;05,42.42689,-73.28892,valid,calibrated-ready,11.85,valid,8.51,valid,calibrated-ready,2.62
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2025;05;06;04,2025;05;06;05,42.45855,-73.22086,valid,calibrated-ready,27.5,valid,4.27,valid,calibrated-ready,2.72
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2025;05;06;04,2025;05;06;05,42.42171656,-73.20349336,valid,calibrated-ready,20.06,valid,6.24,valid,calibrated-ready,3.35
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2025;05;06;04,2025;05;06;05,42.45301464,-73.26174029,valid,calibrated-ready,20.32,valid,5.93,valid,calibrated-ready,2.83
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2025;05;06;04,2025;05;06;05,42.45658,-73.2441,valid,calibrated-ready,7.74,valid,5.43,valid,calibrated-ready,2.67
DXXHJ4229,A3F7VX67,CLARITY_NODE,2025;05;06;04,2025;05;06;05,42.44963,-73.25216,valid,calibrated-ready,16.78,valid,1.6,valid,calibrated-ready,1.96
DYJIY3756,AK639KKR,CLARITY_NODE,2025;05;06;04,2025;05;06;05,42.46656678,-73.24792415,valid,calibrated-ready,14.97,valid,6.56,valid,calibrated-ready,2.82
DARSM2019,AF64TV9R,CLARITY_NODE,2025;05;06;05,2025;05;06;06,42.45179,-73.25484,valid,calibrated-ready,22.69,valid,4.59,valid,calibrated-ready,3.13
DBGKL8516,AGK79VTM,CLARITY_NODE,2025;05;06;05,2025;05;06;06,42.46803,-73.20072,valid,calibrated-ready,10.61,valid,2.33,valid,calibrated-ready,2.15
DJFKW1483,ANWQJL6T,CLARITY_NODE,2025;05;06;05,2025;05;06;06,42.42689,-73.28892,valid,calibrated-ready,7.02,valid,8.42,valid,calibrated-ready,2.44
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2025;05;06;05,2025;05;06;06,42.45855,-73.22086,valid,calibrated-ready,26.17,valid,4.05,valid,calibrated-ready,2.62
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2025;05;06;05,2025;05;06;06,42.42171656,-73.20349336,valid,calibrated-ready,20.07,valid,3.69,valid,calibrated-ready,2.62
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2025;05;06;05,2025;05;06;06,42.45301464,-73.26174029,valid,calibrated-ready,19.69,valid,8.42,valid,calibrated-ready,3.58
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2025;05;06;05,2025;05;06;06,42.45658,-73.2441,valid,calibrated-ready,8.56,valid,6.37,valid,calibrated-ready,2.83
DXXHJ4229,A3F7VX67,CLARITY_NODE,2025;05;06;05,2025;05;06;06,42.44963,-73.25216,valid,calibrated-ready,16.02,valid,1.95,valid,calibrated-ready,1.98
DYJIY3756,AK639KKR,CLARITY_NODE,2025;05;06;05,2025;05;06;06,42.46656678,-73.24792415,valid,calibrated-ready,14.91,valid,8.13,valid,calibrated-ready,3.38
DARSM2019,AF64TV9R,CLARITY_NODE,2025;05;06;06,2025;05;06;07,42.45179,-73.25484,valid,calibrated-ready,20.83,valid,1.69,valid,calibrated-ready,2.08
DBGKL8516,AGK79VTM,CLARITY_NODE,2025;05;06;06,2025;05;06;07,42.46803,-73.20072,valid,calibrated-ready,9.78,valid,0.58,valid,calibrated-ready,1.58
DJFKW1483,ANWQJL6T,CLARITY_NODE,2025;05;06;06,2025;05;06;07,42.42689,-73.28892,valid,calibrated-ready,12.51,valid,5.88,valid,calibrated-ready,1.91
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2025;05;06;06,2025;05;06;07,42.45855,-73.22086,valid,calibrated-ready,23.26,valid,1.29,valid,calibrated-ready,1.8
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2025;05;06;06,2025;05;06;07,42.42171656,-73.20349336,valid,calibrated-ready,20.43,valid,0.85,valid,calibrated-ready,1.64
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2025;05;06;06,2025;05;06;07,42.45301464,-73.26174029,valid,calibrated-ready,21.06,valid,3.38,valid,calibrated-ready,2.29
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2025;05;06;06,2025;05;06;07,42.45658,-73.2441,valid,calibrated-ready,7.32,valid,2.87,valid,calibrated-ready,1.9
DXXHJ4229,A3F7VX67,CLARITY_NODE,2025;05;06;06,2025;05;06;07,42.44963,-73.25216,valid,calibrated-ready,16.92,valid,0.96,valid,calibrated-ready,1.6
DYJIY3756,AK639KKR,CLARITY_NODE,2025;05;06;06,2025;05;06;07,42.46656678,-73.24792415,valid,calibrated-ready,14.86,valid,3.41,valid,calibrated-ready,2.27
DARSM2019,AF64TV9R,CLARITY_NODE,2025;05;06;07,2025;05;06;08,42.45179,-73.25484,valid,calibrated-ready,21.13,valid,0.58,valid,calibrated-ready,1.6
DBGKL8516,AGK79VTM,CLARITY_NODE,2025;05;06;07,2025;05;06;08,42.46803,-73.20072,valid,calibrated-ready,9.66,valid,0.58,valid,calibrated-ready,1.37
DJFKW1483,ANWQJL6T,CLARITY_NODE,2025;05;06;07,2025;05;06;08,42.42689,-73.28892,valid,calibrated-ready,10.19,valid,4.23,valid,calibrated-ready,1.46
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2025;05;06;07,2025;05;06;08,42.45855,-73.22086,valid,calibrated-ready,24.06,valid,0.96,valid,calibrated-ready,1.49
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2025;05;06;07,2025;05;06;08,42.42171656,-73.20349336,valid,calibrated-ready,17.4,valid,0.58,valid,calibrated-ready,1.43
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2025;05;06;07,2025;05;06;08,42.45301464,-73.26174029,valid,calibrated-ready,19.94,valid,1.09,valid,calibrated-ready,1.41
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2025;05;06;07,2025;05;06;08,42.45658,-73.2441,valid,calibrated-ready,7.13,valid,1.92,valid,calibrated-ready,1.5
DXXHJ4229,A3F7VX67,CLARITY_NODE,2025;05;06;07,2025;05;06;08,42.44963,-73.25216,valid,calibrated-ready,18.39,valid,1.15,valid,calibrated-ready,1.5
DYJIY3756,AK639KKR,CLARITY_NODE,2025;05;06;07,2025;05;06;08,42.46656678,-73.24792415,valid,calibrated-ready,13.91,valid,1.35,valid,calibrated-ready,1.45
DARSM2019,AF64TV9R,CLARITY_NODE,2025;05;06;08,2025;05;06;09,42.45179,-73.25484,valid,calibrated-ready,21.3,valid,0.62,valid,calibrated-ready,1.45
DBGKL8516,AGK79VTM,CLARITY_NODE,2025;05;06;08,2025;05;06;09,42.46803,-73.20072,valid,calibrated-ready,11.51,valid,0.58,valid,calibrated-ready,1.37
DJFKW1483,ANWQJL6T,CLARITY_NODE,2025;05;06;08,2025;05;06;09,42.42689,-73.28892,valid,calibrated-ready,8.58,valid,3.9,valid,calibrated-ready,1.29
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2025;05;06;08,2025;05;06;09,42.45855,-73.22086,valid,calibrated-ready,23.72,valid,0.96,valid,calibrated-ready,1.45
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2025;05;06;08,2025;05;06;09,42.42171656,-73.20349336,valid,calibrated-ready,18.73,valid,0.62,valid,calibrated-ready,1.37
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2025;05;06;08,2025;05;06;09,42.45301464,-73.26174029,valid,calibrated-ready,20.4,valid,1.2,valid,calibrated-ready,1.35
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2025;05;06;08,2025;05;06;09,42.45658,-73.2441,valid,calibrated-ready,6.17,valid,1.83,valid,calibrated-ready,1.44
DXXHJ4229,A3F7VX67,CLARITY_NODE,2025;05;06;08,2025;05;06;09,42.44963,-73.25216,valid,calibrated-ready,17.66,valid,0.96,valid,calibrated-ready,1.43
DYJIY3756,AK639KKR,CLARITY_NODE,2025;05;06;08,2025;05;06;09,42.46656678,-73.24792415,valid,calibrated-ready,13.3,valid,67.69,valid,calibrated-ready,15.6
DARSM2019,AF64TV9R,CLARITY_NODE,2025;05;06;09,2025;05;06;10,42.45179,-73.25484,valid,calibrated-ready,22.51,valid,0.58,valid,calibrated-ready,1.44
DBGKL8516,AGK79VTM,CLARITY_NODE,2025;05;06;09,2025;05;06;10,42.46803,-73.20072,valid,calibrated-ready,12.36,valid,0.72,valid,calibrated-ready,1.39
DJFKW1483,ANWQJL6T,CLARITY_NODE,2025;05;06;09,2025;05;06;10,42.42689,-73.28892,valid,calibrated-ready,8.33,valid,3.97,valid,calibrated-ready,1.27
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2025;05;06;09,2025;05;06;10,42.45855,-73.22086,valid,calibrated-ready,25.98,valid,0.96,valid,calibrated-ready,1.46
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2025;05;06;09,2025;05;06;10,42.42171656,-73.20349336,valid,calibrated-ready,16.49,valid,0.64,valid,calibrated-ready,1.38
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2025;05;06;09,2025;05;06;10,42.45301464,-73.26174029,valid,calibrated-ready,18.64,valid,0.96,valid,calibrated-ready,1.33
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2025;05;06;09,2025;05;06;10,42.45658,-73.2441,valid,calibrated-ready,6.53,valid,1.73,valid,calibrated-ready,1.4
DXXHJ4229,A3F7VX67,CLARITY_NODE,2025;05;06;09,2025;05;06;10,42.44963,-73.25216,valid,calibrated-ready,18.87,valid,0.96,valid,calibrated-ready,1.44
DYJIY3756,AK639KKR,CLARITY_NODE,2025;05;06;09,2025;05;06;10,42.46656678,-73.24792415,valid,calibrated-ready,15.09,valid,9.51,valid,calibrated-ready,3.32
DARSM2019,AF64TV9R,CLARITY_NODE,2025;05;06;10,2025;05;06;11,42.45179,-73.25484,valid,calibrated-ready,25.17,valid,0.62,valid,calibrated-ready,1.51
DBGKL8516,AGK79VTM,CLARITY_NODE,2025;05;06;10,2025;05;06;11,42.46803,-73.20072,valid,calibrated-ready,11.29,valid,0.58,valid,calibrated-ready,1.4
DJFKW1483,ANWQJL6T,CLARITY_NODE,2025;05;06;10,2025;05;06;11,42.42689,-73.28892,valid,calibrated-ready,8.82,valid,3.89,valid,calibrated-ready,1.3
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2025;05;06;10,2025;05;06;11,42.45855,-73.22086,valid,calibrated-ready,26.99,valid,1.22,valid,calibrated-ready,1.51
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2025;05;06;10,2025;05;06;11,42.42171656,-73.20349336,valid,calibrated-ready,19.97,valid,0.58,valid,calibrated-ready,1.39
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2025;05;06;10,2025;05;06;11,42.45301464,-73.26174029,valid,calibrated-ready,20.74,valid,0.96,valid,calibrated-ready,1.37
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2025;05;06;10,2025;05;06;11,42.45658,-73.2441,valid,calibrated-ready,7.26,valid,1.73,valid,calibrated-ready,1.45
DXXHJ4229,A3F7VX67,CLARITY_NODE,2025;05;06;10,2025;05;06;11,42.44963,-73.25216,valid,calibrated-ready,19.57,valid,0.96,valid,calibrated-ready,1.48
DYJIY3756,AK639KKR,CLARITY_NODE,2025;05;06;10,2025;05;06;11,42.46656678,-73.24792415,valid,calibrated-ready,14.05,valid,3.76,valid,calibrated-ready,2.03
DARSM2019,AF64TV9R,CLARITY_NODE,2025;05;06;11,2025;05;06;12,42.45179,-73.25484,valid,calibrated-ready,26.61,valid,0.9,valid,calibrated-ready,1.65
DBGKL8516,AGK79VTM,CLARITY_NODE,2025;05;06;11,2025;05;06;12,42.46803,-73.20072,valid,calibrated-ready,13.53,valid,0.58,valid,calibrated-ready,1.43
DJFKW1483,ANWQJL6T,CLARITY_NODE,2025;05;06;11,2025;05;06;12,42.42689,-73.28892,valid,calibrated-ready,10.13,valid,3.72,valid,calibrated-ready,1.27
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2025;05;06;11,2025;05;06;12,42.45855,-73.22086,valid,calibrated-ready,26.4,valid,1.15,valid,calibrated-ready,1.5
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2025;05;06;11,2025;05;06;12,42.42171656,-73.20349336,valid,calibrated-ready,23.05,valid,0.58,valid,calibrated-ready,1.36
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2025;05;06;11,2025;05;06;12,42.45301464,-73.26174029,valid,calibrated-ready,20.91,valid,0.97,valid,calibrated-ready,1.47
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2025;05;06;11,2025;05;06;12,42.45658,-73.2441,valid,calibrated-ready,8.76,valid,2.13,valid,calibrated-ready,1.49
DXXHJ4229,A3F7VX67,CLARITY_NODE,2025;05;06;11,2025;05;06;12,42.44963,-73.25216,valid,calibrated-ready,21.86,valid,0.96,valid,calibrated-ready,1.5
DYJIY3756,AK639KKR,CLARITY_NODE,2025;05;06;11,2025;05;06;12,42.46656678,-73.24792415,valid,calibrated-ready,16.59,valid,30.65,valid,calibrated-ready,8.71
DARSM2019,AF64TV9R,CLARITY_NODE,2025;05;06;12,2025;05;06;13,42.45179,-73.25484,valid,calibrated-ready,28.4,valid,0.62,valid,calibrated-ready,1.58
DBGKL8516,AGK79VTM,CLARITY_NODE,2025;05;06;12,2025;05;06;13,42.46803,-73.20072,valid,calibrated-ready,13.18,valid,0.58,valid,calibrated-ready,1.42
DJFKW1483,ANWQJL6T,CLARITY_NODE,2025;05;06;12,2025;05;06;13,42.42689,-73.28892,valid,calibrated-ready,10.17,valid,3.85,valid,calibrated-ready,1.3
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2025;05;06;12,2025;05;06;13,42.45855,-73.22086,valid,calibrated-ready,27.63,valid,1.2,valid,calibrated-ready,1.53
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2025;05;06;12,2025;05;06;13,42.42171656,-73.20349336,valid,calibrated-ready,25.64,valid,0.62,valid,calibrated-ready,1.43
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2025;05;06;12,2025;05;06;13,42.45301464,-73.26174029,valid,calibrated-ready,21.62,valid,1.01,valid,calibrated-ready,1.49
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2025;05;06;12,2025;05;06;13,42.45658,-73.2441,valid,calibrated-ready,9.11,valid,1.86,valid,calibrated-ready,1.42
DXXHJ4229,A3F7VX67,CLARITY_NODE,2025;05;06;12,2025;05;06;13,42.44963,-73.25216,valid,calibrated-ready,22.06,valid,0.96,valid,calibrated-ready,1.48
DYJIY3756,AK639KKR,CLARITY_NODE,2025;05;06;12,2025;05;06;13,42.46656678,-73.24792415,valid,calibrated-ready,17.3,valid,1.49,valid,calibrated-ready,1.57
DARSM2019,AF64TV9R,CLARITY_NODE,2025;05;06;13,2025;05;06;14,42.45179,-73.25484,valid,calibrated-ready,26.88,valid,2.42,valid,calibrated-ready,2.3
DBGKL8516,AGK79VTM,CLARITY_NODE,2025;05;06;13,2025;05;06;14,42.46803,-73.20072,valid,calibrated-ready,14.72,valid,1.55,valid,calibrated-ready,1.96
DJFKW1483,ANWQJL6T,CLARITY_NODE,2025;05;06;13,2025;05;06;14,42.42689,-73.28892,valid,calibrated-ready,12.73,valid,7.82,valid,calibrated-ready,2.46
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2025;05;06;13,2025;05;06;14,42.45855,-73.22086,valid,calibrated-ready,28.29,valid,3.09,valid,calibrated-ready,2.28
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2025;05;06;13,2025;05;06;14,42.42171656,-73.20349336,valid,calibrated-ready,25.96,valid,1.97,valid,calibrated-ready,2.17
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2025;05;06;13,2025;05;06;14,42.45301464,-73.26174029,valid,calibrated-ready,22.82,valid,3.64,valid,calibrated-ready,2.26
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2025;05;06;13,2025;05;06;14,42.45658,-73.2441,valid,calibrated-ready,7,valid,4.22,valid,calibrated-ready,2.13
DXXHJ4229,A3F7VX67,CLARITY_NODE,2025;05;06;13,2025;05;06;14,42.44963,-73.25216,valid,calibrated-ready,24.14,valid,1.09,valid,calibrated-ready,1.6
DYJIY3756,AK639KKR,CLARITY_NODE,2025;05;06;13,2025;05;06;14,42.46656678,-73.24792415,valid,calibrated-ready,17.73,valid,19.54,valid,calibrated-ready,6.21
DARSM2019,AF64TV9R,CLARITY_NODE,2025;05;06;14,2025;05;06;15,42.45179,-73.25484,valid,calibrated-ready,28.47,valid,4.01,valid,calibrated-ready,3
DBGKL8516,AGK79VTM,CLARITY_NODE,2025;05;06;14,2025;05;06;15,42.46803,-73.20072,valid,calibrated-ready,16.24,valid,3.32,valid,calibrated-ready,2.47
DJFKW1483,ANWQJL6T,CLARITY_NODE,2025;05;06;14,2025;05;06;15,42.42689,-73.28892,valid,calibrated-ready,12.1,valid,8.33,valid,calibrated-ready,2.8
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2025;05;06;14,2025;05;06;15,42.45855,-73.22086,valid,calibrated-ready,24.26,valid,5,valid,calibrated-ready,2.95
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2025;05;06;14,2025;05;06;15,42.42171656,-73.20349336,valid,calibrated-ready,30.49,valid,2.64,valid,calibrated-ready,2.49
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2025;05;06;14,2025;05;06;15,42.45301464,-73.26174029,valid,calibrated-ready,19.17,valid,5.27,valid,calibrated-ready,2.9
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2025;05;06;14,2025;05;06;15,42.45658,-73.2441,valid,calibrated-ready,10.98,valid,7.27,valid,calibrated-ready,2.91
DXXHJ4229,A3F7VX67,CLARITY_NODE,2025;05;06;14,2025;05;06;15,42.44963,-73.25216,valid,calibrated-ready,23.04,valid,1.78,valid,calibrated-ready,2.03
DYJIY3756,AK639KKR,CLARITY_NODE,2025;05;06;14,2025;05;06;15,42.46656678,-73.24792415,valid,calibrated-ready,21.95,valid,6.94,valid,calibrated-ready,3.17
DARSM2019,AF64TV9R,CLARITY_NODE,2025;05;06;15,2025;05;06;16,42.45179,-73.25484,valid,calibrated-ready,27.84,valid,4.98,valid,calibrated-ready,3.25
DBGKL8516,AGK79VTM,CLARITY_NODE,2025;05;06;15,2025;05;06;16,42.46803,-73.20072,valid,calibrated-ready,17.56,valid,3,valid,calibrated-ready,2.57
DJFKW1483,ANWQJL6T,CLARITY_NODE,2025;05;06;15,2025;05;06;16,42.42689,-73.28892,valid,calibrated-ready,14.4,valid,8.76,valid,calibrated-ready,3.07
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2025;05;06;15,2025;05;06;16,42.45855,-73.22086,valid,calibrated-ready,14.05,valid,5.83,valid,calibrated-ready,3.15
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2025;05;06;15,2025;05;06;16,42.42171656,-73.20349336,valid,calibrated-ready,31.18,valid,2.87,valid,calibrated-ready,2.71
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2025;05;06;15,2025;05;06;16,42.45301464,-73.26174029,valid,calibrated-ready,18.58,valid,6.22,valid,calibrated-ready,3.2
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2025;05;06;15,2025;05;06;16,42.45658,-73.2441,valid,calibrated-ready,10.52,valid,7.22,valid,calibrated-ready,3.13
DXXHJ4229,A3F7VX67,CLARITY_NODE,2025;05;06;15,2025;05;06;16,42.44963,-73.25216,valid,calibrated-ready,24.77,valid,3.23,valid,calibrated-ready,2.41
DYJIY3756,AK639KKR,CLARITY_NODE,2025;05;06;15,2025;05;06;16,42.46656678,-73.24792415,valid,calibrated-ready,19.76,valid,7.4,valid,calibrated-ready,3.39
DARSM2019,AF64TV9R,CLARITY_NODE,2025;05;06;16,2025;05;06;17,42.45179,-73.25484,valid,calibrated-ready,30.54,valid,2.99,valid,calibrated-ready,2.74
DBGKL8516,AGK79VTM,CLARITY_NODE,2025;05;06;16,2025;05;06;17,42.46803,-73.20072,valid,calibrated-ready,18.42,valid,2.06,valid,calibrated-ready,2.37
