datasourceId,sourceId,sourceType,StartOfPeriod,endOfPeriod,locationLatitude,locationLongitude,no2Conc1HourMean.qcAssessment,no2Conc1HourMean.status,no2Conc1HourMean.value,pm10ConcMass1HourMean.qcAssessment,pm10ConcMass1HourMean.raw,pm2_5ConcMass1HourMean.qcAssessment,pm2_5ConcMass1HourMean.status,pm2_5ConcMass1HourMean.value
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;09;03;22,2024;09;03;23,42.42689,-73.28892,valid,calibrated-ready,25.75,valid,7.39,valid,calibrated-ready,3.79
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;09;03;22,2024;09;03;23,42.45855,-73.22086,valid,calibrated-ready,8.05,valid,4.93,valid,calibrated-ready,4.26
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;09;03;22,2024;09;03;23,42.42171656,-73.20349336,valid,calibrated-ready,30.87,valid,3.6,valid,calibrated-ready,3.72
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;09;03;22,2024;09;03;23,42.45301464,-73.26174029,valid,calibrated-ready,12.66,valid,5.68,valid,calibrated-ready,3.75
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;09;03;22,2024;09;03;23,42.45658,-73.2441,valid,calibrated-ready,10.65,valid,5.22,valid,calibrated-ready,4.14
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;09;03;22,2024;09;03;23,42.44963,-73.25216,valid,calibrated-ready,10.47,valid,5.37,valid,calibrated-ready,4.2
DARSM2019,AF64TV9R,CLARITY_NODE,2024;09;03;23,2024;09;04;00,42.45179,-73.25484,valid,calibrated-ready,28.33,valid,7.41,valid,calibrated-ready,5.21
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;09;03;23,2024;09;04;00,42.46803,-73.20072,valid,calibrated-ready,22.19,valid,5.62,valid,calibrated-ready,4.28
DDTAU0510,AK639KKR,CLARITY_NODE,2024;09;03;23,2024;09;04;00,42.42506,-73.22515,valid,calibrated-ready,17.48,valid,5.29,valid,calibrated-ready,3.58
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;09;03;23,2024;09;04;00,42.42689,-73.28892,valid,calibrated-ready,26.31,valid,8.55,valid,calibrated-ready,3.29
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;09;03;23,2024;09;04;00,42.45855,-73.22086,valid,calibrated-ready,23.49,valid,6.19,valid,calibrated-ready,4.42
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;09;03;23,2024;09;04;00,42.42171656,-73.20349336,valid,calibrated-ready,20.41,valid,3.96,valid,calibrated-ready,3.52
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;09;03;23,2024;09;04;00,42.45301464,-73.26174029,valid,calibrated-ready,21.53,valid,6.52,valid,calibrated-ready,3.6
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;09;03;23,2024;09;04;00,42.45658,-73.2441,valid,calibrated-ready,12.64,valid,7.08,valid,calibrated-ready,4.44
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;09;03;23,2024;09;04;00,42.44963,-73.25216,valid,calibrated-ready,21.96,valid,8.62,valid,calibrated-ready,4.99
DARSM2019,AF64TV9R,CLARITY_NODE,2024;09;04;00,2024;09;04;01,42.45179,-73.25484,valid,calibrated-ready,25.63,valid,19.23,valid,calibrated-ready,8.79
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;09;04;00,2024;09;04;01,42.46803,-73.20072,valid,calibrated-ready,13.05,valid,7.38,valid,calibrated-ready,4.39
DDTAU0510,AK639KKR,CLARITY_NODE,2024;09;04;00,2024;09;04;01,42.42506,-73.22515,valid,calibrated-ready,13.71,valid,5.67,valid,calibrated-ready,3.3
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;09;04;00,2024;09;04;01,42.42689,-73.28892,valid,calibrated-ready,22.74,valid,10.39,valid,calibrated-ready,3.22
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;09;04;00,2024;09;04;01,42.45855,-73.22086,valid,calibrated-ready,31.62,valid,9.37,valid,calibrated-ready,5.09
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;09;04;00,2024;09;04;01,42.42171656,-73.20349336,valid,calibrated-ready,14.07,valid,5.98,valid,calibrated-ready,3.54
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;09;04;00,2024;09;04;01,42.45301464,-73.26174029,valid,calibrated-ready,26.85,valid,9.29,valid,calibrated-ready,4
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;09;04;00,2024;09;04;01,42.45658,-73.2441,valid,calibrated-ready,12.43,valid,9.4,valid,calibrated-ready,4.69
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;09;04;00,2024;09;04;01,42.44963,-73.25216,valid,calibrated-ready,28.84,valid,37.92,valid,calibrated-ready,15.73
DARSM2019,AF64TV9R,CLARITY_NODE,2024;09;04;01,2024;09;04;02,42.45179,-73.25484,valid,calibrated-ready,20.88,valid,11.47,valid,calibrated-ready,6.05
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;09;04;01,2024;09;04;02,42.46803,-73.20072,valid,calibrated-ready,8.56,valid,7.4,valid,calibrated-ready,4.22
DDTAU0510,AK639KKR,CLARITY_NODE,2024;09;04;01,2024;09;04;02,42.42506,-73.22515,valid,calibrated-ready,11.93,valid,6.38,valid,calibrated-ready,3.34
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;09;04;01,2024;09;04;02,42.42689,-73.28892,valid,calibrated-ready,13.45,valid,12.04,valid,calibrated-ready,3.27
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;09;04;01,2024;09;04;02,42.45855,-73.22086,valid,calibrated-ready,36.53,valid,8.9,valid,calibrated-ready,4.62
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;09;04;01,2024;09;04;02,42.42171656,-73.20349336,valid,calibrated-ready,10.04,valid,6.36,valid,calibrated-ready,3.3
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;09;04;01,2024;09;04;02,42.45301464,-73.26174029,valid,calibrated-ready,26.33,valid,12.28,valid,calibrated-ready,4.47
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;09;04;01,2024;09;04;02,42.45658,-73.2441,valid,calibrated-ready,10.6,valid,12.59,valid,calibrated-ready,5.25
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;09;04;01,2024;09;04;02,42.44963,-73.25216,valid,calibrated-ready,25.11,valid,10.18,valid,calibrated-ready,5.12
DARSM2019,AF64TV9R,CLARITY_NODE,2024;09;04;02,2024;09;04;03,42.45179,-73.25484,valid,calibrated-ready,20.37,valid,11.59,valid,calibrated-ready,5.84
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;09;04;02,2024;09;04;03,42.46803,-73.20072,valid,calibrated-ready,7.53,valid,6.38,valid,calibrated-ready,3.69
DDTAU0510,AK639KKR,CLARITY_NODE,2024;09;04;02,2024;09;04;03,42.42506,-73.22515,valid,calibrated-ready,10.51,valid,6.53,valid,calibrated-ready,3.27
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;09;04;02,2024;09;04;03,42.42689,-73.28892,valid,calibrated-ready,11.18,valid,14.36,valid,calibrated-ready,3.58
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;09;04;02,2024;09;04;03,42.45855,-73.22086,valid,calibrated-ready,38.8,valid,8.85,valid,calibrated-ready,4.29
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;09;04;02,2024;09;04;03,42.42171656,-73.20349336,valid,calibrated-ready,9.28,valid,7.1,valid,calibrated-ready,3.34
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;09;04;02,2024;09;04;03,42.45301464,-73.26174029,valid,calibrated-ready,24.47,valid,12.78,valid,calibrated-ready,4.5
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;09;04;02,2024;09;04;03,42.45658,-73.2441,valid,calibrated-ready,11.67,valid,15.18,valid,calibrated-ready,5.6
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;09;04;02,2024;09;04;03,42.44963,-73.25216,valid,calibrated-ready,24.15,valid,16.73,valid,calibrated-ready,7.26
DARSM2019,AF64TV9R,CLARITY_NODE,2024;09;04;03,2024;09;04;04,42.45179,-73.25484,valid,calibrated-ready,18.75,valid,12.14,valid,calibrated-ready,5.93
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;09;04;03,2024;09;04;04,42.46803,-73.20072,valid,calibrated-ready,6.37,valid,6.35,valid,calibrated-ready,3.58
DDTAU0510,AK639KKR,CLARITY_NODE,2024;09;04;03,2024;09;04;04,42.42506,-73.22515,valid,calibrated-ready,9.25,valid,7.05,valid,calibrated-ready,3.27
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;09;04;03,2024;09;04;04,42.42689,-73.28892,valid,calibrated-ready,8.32,valid,14.37,valid,calibrated-ready,3.67
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;09;04;03,2024;09;04;04,42.45855,-73.22086,valid,calibrated-ready,34.95,valid,8.26,valid,calibrated-ready,3.98
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;09;04;03,2024;09;04;04,42.42171656,-73.20349336,valid,calibrated-ready,9.65,valid,8.06,valid,calibrated-ready,3.43
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;09;04;03,2024;09;04;04,42.45301464,-73.26174029,valid,calibrated-ready,22.23,valid,16.87,valid,calibrated-ready,4.95
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;09;04;03,2024;09;04;04,42.45658,-73.2441,valid,calibrated-ready,10.13,valid,13.14,valid,calibrated-ready,4.66
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;09;04;03,2024;09;04;04,42.44963,-73.25216,valid,calibrated-ready,22.88,valid,9.38,valid,calibrated-ready,4.81
DARSM2019,AF64TV9R,CLARITY_NODE,2024;09;04;04,2024;09;04;05,42.45179,-73.25484,valid,calibrated-ready,17.71,valid,9.05,valid,calibrated-ready,4.83
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;09;04;04,2024;09;04;05,42.46803,-73.20072,valid,calibrated-ready,6.21,valid,6.19,valid,calibrated-ready,3.5
DDTAU0510,AK639KKR,CLARITY_NODE,2024;09;04;04,2024;09;04;05,42.42506,-73.22515,valid,calibrated-ready,8.95,valid,7.96,valid,calibrated-ready,3.2
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;09;04;04,2024;09;04;05,42.42689,-73.28892,valid,calibrated-ready,6.49,valid,15.64,valid,calibrated-ready,3.7
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;09;04;04,2024;09;04;05,42.45855,-73.22086,valid,calibrated-ready,33.33,valid,7.4,valid,calibrated-ready,3.63
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;09;04;04,2024;09;04;05,42.42171656,-73.20349336,valid,calibrated-ready,9.31,valid,8.16,valid,calibrated-ready,3.29
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;09;04;04,2024;09;04;05,42.45301464,-73.26174029,valid,calibrated-ready,21.74,valid,14.32,valid,calibrated-ready,4.5
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;09;04;04,2024;09;04;05,42.45658,-73.2441,valid,calibrated-ready,9.06,valid,12.68,valid,calibrated-ready,4.32
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;09;04;04,2024;09;04;05,42.44963,-73.25216,valid,calibrated-ready,20.95,valid,8.68,valid,calibrated-ready,4.52
DARSM2019,AF64TV9R,CLARITY_NODE,2024;09;04;05,2024;09;04;06,42.45179,-73.25484,valid,calibrated-ready,16.72,valid,16.31,valid,calibrated-ready,6.64
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;09;04;05,2024;09;04;06,42.46803,-73.20072,valid,calibrated-ready,7.08,valid,6.86,valid,calibrated-ready,3.38
DDTAU0510,AK639KKR,CLARITY_NODE,2024;09;04;05,2024;09;04;06,42.42506,-73.22515,valid,calibrated-ready,9.03,valid,8.44,valid,calibrated-ready,3.19
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;09;04;05,2024;09;04;06,42.42689,-73.28892,valid,calibrated-ready,8.78,valid,17,valid,calibrated-ready,3.68
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;09;04;05,2024;09;04;06,42.45855,-73.22086,valid,calibrated-ready,32.2,valid,7.21,valid,calibrated-ready,3.51
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;09;04;05,2024;09;04;06,42.42171656,-73.20349336,valid,calibrated-ready,9.98,valid,8.61,valid,calibrated-ready,3.44
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;09;04;05,2024;09;04;06,42.45301464,-73.26174029,valid,calibrated-ready,19.57,valid,16.87,valid,calibrated-ready,5.23
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;09;04;05,2024;09;04;06,42.45658,-73.2441,valid,calibrated-ready,8.61,valid,10.26,valid,calibrated-ready,3.89
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;09;04;05,2024;09;04;06,42.44963,-73.25216,valid,calibrated-ready,18.98,valid,11.03,valid,calibrated-ready,4.92
DARSM2019,AF64TV9R,CLARITY_NODE,2024;09;04;06,2024;09;04;07,42.45179,-73.25484,valid,calibrated-ready,14.35,valid,12.03,valid,calibrated-ready,5.66
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;09;04;06,2024;09;04;07,42.46803,-73.20072,valid,calibrated-ready,6.19,valid,6.01,valid,calibrated-ready,3.39
DDTAU0510,AK639KKR,CLARITY_NODE,2024;09;04;06,2024;09;04;07,42.42506,-73.22515,valid,calibrated-ready,9.85,valid,7.68,valid,calibrated-ready,3.16
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;09;04;06,2024;09;04;07,42.42689,-73.28892,valid,calibrated-ready,7.95,valid,16.53,valid,calibrated-ready,3.62
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;09;04;06,2024;09;04;07,42.45855,-73.22086,valid,calibrated-ready,31.07,valid,6.97,valid,calibrated-ready,3.35
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;09;04;06,2024;09;04;07,42.42171656,-73.20349336,valid,calibrated-ready,9.53,valid,9.41,valid,calibrated-ready,3.61
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;09;04;06,2024;09;04;07,42.45301464,-73.26174029,valid,calibrated-ready,18.37,valid,18.22,valid,calibrated-ready,5.68
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;09;04;06,2024;09;04;07,42.45658,-73.2441,valid,calibrated-ready,8.04,valid,10.66,valid,calibrated-ready,3.86
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;09;04;06,2024;09;04;07,42.44963,-73.25216,valid,calibrated-ready,18.99,valid,7.71,valid,calibrated-ready,4.17
DARSM2019,AF64TV9R,CLARITY_NODE,2024;09;04;07,2024;09;04;08,42.45179,-73.25484,valid,calibrated-ready,14.23,valid,10.15,valid,calibrated-ready,4.96
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;09;04;07,2024;09;04;08,42.46803,-73.20072,valid,calibrated-ready,6.91,valid,7.38,valid,calibrated-ready,3.48
DDTAU0510,AK639KKR,CLARITY_NODE,2024;09;04;07,2024;09;04;08,42.42506,-73.22515,valid,calibrated-ready,9.74,valid,7.38,valid,calibrated-ready,3.11
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;09;04;07,2024;09;04;08,42.42689,-73.28892,valid,calibrated-ready,9.71,valid,20.37,valid,calibrated-ready,3.8
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;09;04;07,2024;09;04;08,42.45855,-73.22086,valid,calibrated-ready,28.19,valid,6.87,valid,calibrated-ready,3.4
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;09;04;07,2024;09;04;08,42.42171656,-73.20349336,valid,calibrated-ready,9.57,valid,9.51,valid,calibrated-ready,3.51
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;09;04;07,2024;09;04;08,42.45301464,-73.26174029,valid,calibrated-ready,16.36,valid,15.34,valid,calibrated-ready,4.76
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;09;04;07,2024;09;04;08,42.45658,-73.2441,valid,calibrated-ready,8.95,valid,11.6,valid,calibrated-ready,4.08
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;09;04;07,2024;09;04;08,42.44963,-73.25216,valid,calibrated-ready,17.9,valid,9.41,valid,calibrated-ready,4.41
DARSM2019,AF64TV9R,CLARITY_NODE,2024;09;04;08,2024;09;04;09,42.45179,-73.25484,valid,calibrated-ready,13.08,valid,11.59,valid,calibrated-ready,5.08
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;09;04;08,2024;09;04;09,42.46803,-73.20072,valid,calibrated-ready,6.39,valid,7.95,valid,calibrated-ready,3.87
DDTAU0510,AK639KKR,CLARITY_NODE,2024;09;04;08,2024;09;04;09,42.42506,-73.22515,valid,calibrated-ready,10.14,valid,9.17,valid,calibrated-ready,3.12
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;09;04;08,2024;09;04;09,42.42689,-73.28892,valid,calibrated-ready,10.11,valid,20.72,valid,calibrated-ready,3.92
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;09;04;08,2024;09;04;09,42.45855,-73.22086,valid,calibrated-ready,26.53,valid,8.33,valid,calibrated-ready,3.68
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;09;04;08,2024;09;04;09,42.42171656,-73.20349336,valid,calibrated-ready,9.64,valid,9.44,valid,calibrated-ready,3.48
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;09;04;08,2024;09;04;09,42.45301464,-73.26174029,valid,calibrated-ready,15.99,valid,14.54,valid,calibrated-ready,4.31
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;09;04;08,2024;09;04;09,42.45658,-73.2441,valid,calibrated-ready,8.37,valid,15.82,valid,calibrated-ready,4.64
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;09;04;08,2024;09;04;09,42.44963,-73.25216,valid,calibrated-ready,15.83,valid,10.17,valid,calibrated-ready,4.48
DARSM2019,AF64TV9R,CLARITY_NODE,2024;09;04;09,2024;09;04;10,42.45179,-73.25484,valid,calibrated-ready,12.09,valid,11.06,valid,calibrated-ready,5.01
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;09;04;09,2024;09;04;10,42.46803,-73.20072,valid,calibrated-ready,7.12,valid,8.96,valid,calibrated-ready,3.9
DDTAU0510,AK639KKR,CLARITY_NODE,2024;09;04;09,2024;09;04;10,42.42506,-73.22515,valid,calibrated-ready,10.71,valid,9.13,valid,calibrated-ready,3.16
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;09;04;09,2024;09;04;10,42.42689,-73.28892,valid,calibrated-ready,11.5,valid,17.95,valid,calibrated-ready,3.61
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;09;04;09,2024;09;04;10,42.45855,-73.22086,valid,calibrated-ready,24.23,valid,6.76,valid,calibrated-ready,3.47
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;09;04;09,2024;09;04;10,42.42171656,-73.20349336,valid,calibrated-ready,10.99,valid,9.28,valid,calibrated-ready,3.43
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;09;04;09,2024;09;04;10,42.45301464,-73.26174029,valid,calibrated-ready,15.95,valid,13.24,valid,calibrated-ready,4.18
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;09;04;09,2024;09;04;10,42.45658,-73.2441,valid,calibrated-ready,8.43,valid,11.55,valid,calibrated-ready,3.88
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;09;04;09,2024;09;04;10,42.44963,-73.25216,valid,calibrated-ready,15.59,valid,9.33,valid,calibrated-ready,4.58
DARSM2019,AF64TV9R,CLARITY_NODE,2024;09;04;10,2024;09;04;11,42.45179,-73.25484,valid,calibrated-ready,11.88,valid,11.01,valid,calibrated-ready,4.9
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;09;04;10,2024;09;04;11,42.46803,-73.20072,valid,calibrated-ready,7.92,valid,8.26,valid,calibrated-ready,3.7
DDTAU0510,AK639KKR,CLARITY_NODE,2024;09;04;10,2024;09;04;11,42.42506,-73.22515,valid,calibrated-ready,11.17,valid,11.11,valid,calibrated-ready,3.43
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;09;04;10,2024;09;04;11,42.42689,-73.28892,valid,calibrated-ready,10.9,valid,19.18,valid,calibrated-ready,3.65
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;09;04;10,2024;09;04;11,42.45855,-73.22086,valid,calibrated-ready,26.09,valid,6.75,valid,calibrated-ready,3.37
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;09;04;10,2024;09;04;11,42.42171656,-73.20349336,valid,calibrated-ready,10.15,valid,10.13,valid,calibrated-ready,3.51
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;09;04;10,2024;09;04;11,42.45301464,-73.26174029,valid,calibrated-ready,16.81,valid,15.96,valid,calibrated-ready,4.42
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;09;04;10,2024;09;04;11,42.45658,-73.2441,valid,calibrated-ready,8.68,valid,12.4,valid,calibrated-ready,3.68
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;09;04;10,2024;09;04;11,42.44963,-73.25216,valid,calibrated-ready,16.3,valid,9.92,valid,calibrated-ready,4.55
DARSM2019,AF64TV9R,CLARITY_NODE,2024;09;04;11,2024;09;04;12,42.45179,-73.25484,valid,calibrated-ready,13.67,valid,11.46,valid,calibrated-ready,5.1
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;09;04;11,2024;09;04;12,42.46803,-73.20072,valid,calibrated-ready,6.64,valid,8.37,valid,calibrated-ready,3.74
DDTAU0510,AK639KKR,CLARITY_NODE,2024;09;04;11,2024;09;04;12,42.42506,-73.22515,valid,calibrated-ready,13.23,valid,11.96,valid,calibrated-ready,3.63
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;09;04;11,2024;09;04;12,42.42689,-73.28892,valid,calibrated-ready,14.66,valid,20.56,valid,calibrated-ready,4.28
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;09;04;11,2024;09;04;12,42.45855,-73.22086,valid,calibrated-ready,33.02,valid,7.01,valid,calibrated-ready,3.23
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;09;04;11,2024;09;04;12,42.42171656,-73.20349336,valid,calibrated-ready,9.7,valid,18.89,valid,calibrated-ready,4.94
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;09;04;11,2024;09;04;12,42.45301464,-73.26174029,valid,calibrated-ready,20.23,valid,20.79,valid,calibrated-ready,5.79
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;09;04;11,2024;09;04;12,42.45658,-73.2441,valid,calibrated-ready,8.5,valid,11.61,valid,calibrated-ready,3.88
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;09;04;11,2024;09;04;12,42.44963,-73.25216,valid,calibrated-ready,17.74,valid,10.91,valid,calibrated-ready,4.78
DARSM2019,AF64TV9R,CLARITY_NODE,2024;09;04;12,2024;09;04;13,42.45179,-73.25484,valid,calibrated-ready,19.62,valid,8.87,valid,calibrated-ready,4.56
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;09;04;12,2024;09;04;13,42.46803,-73.20072,valid,calibrated-ready,7.6,valid,7.67,valid,calibrated-ready,3.62
DDTAU0510,AK639KKR,CLARITY_NODE,2024;09;04;12,2024;09;04;13,42.42506,-73.22515,valid,calibrated-ready,18.2,valid,17.3,valid,calibrated-ready,4.46
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;09;04;12,2024;09;04;13,42.42689,-73.28892,valid,calibrated-ready,19.84,valid,17.04,valid,calibrated-ready,4.42
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;09;04;12,2024;09;04;13,42.45855,-73.22086,valid,calibrated-ready,31.95,valid,7.33,valid,calibrated-ready,3.49
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;09;04;12,2024;09;04;13,42.42171656,-73.20349336,valid,calibrated-ready,12.99,valid,45.15,valid,calibrated-ready,8.56
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;09;04;12,2024;09;04;13,42.45301464,-73.26174029,valid,calibrated-ready,22.03,valid,16.4,valid,calibrated-ready,5.01
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;09;04;12,2024;09;04;13,42.45658,-73.2441,valid,calibrated-ready,10.09,valid,11.06,valid,calibrated-ready,3.9
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;09;04;12,2024;09;04;13,42.44963,-73.25216,valid,calibrated-ready,22.28,valid,8.76,valid,calibrated-ready,4.51
DARSM2019,AF64TV9R,CLARITY_NODE,2024;09;04;13,2024;09;04;14,42.45179,-73.25484,valid,calibrated-ready,27.5,valid,7.13,valid,calibrated-ready,4.49
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;09;04;13,2024;09;04;14,42.46803,-73.20072,valid,calibrated-ready,10.82,valid,7.51,valid,calibrated-ready,3.71
DDTAU0510,AK639KKR,CLARITY_NODE,2024;09;04;13,2024;09;04;14,42.42506,-73.22515,valid,calibrated-ready,16.41,valid,7.77,valid,calibrated-ready,3.76
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;09;04;13,2024;09;04;14,42.42689,-73.28892,valid,calibrated-ready,19.18,valid,11.68,valid,calibrated-ready,3.91
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;09;04;13,2024;09;04;14,42.45855,-73.22086,valid,calibrated-ready,20.97,valid,7.01,valid,calibrated-ready,3.54
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;09;04;13,2024;09;04;14,42.42171656,-73.20349336,valid,calibrated-ready,19.17,valid,12.09,valid,calibrated-ready,4.65
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;09;04;13,2024;09;04;14,42.45301464,-73.26174029,valid,calibrated-ready,17.95,valid,11.36,valid,calibrated-ready,4.19
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;09;04;13,2024;09;04;14,42.45658,-73.2441,valid,calibrated-ready,11.19,valid,8.11,valid,calibrated-ready,4.1
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;09;04;13,2024;09;04;14,42.44963,-73.25216,valid,calibrated-ready,22.69,valid,7.46,valid,calibrated-ready,4.46
DARSM2019,AF64TV9R,CLARITY_NODE,2024;09;04;14,2024;09;04;15,42.45179,-73.25484,valid,calibrated-ready,27.69,valid,4.58,valid,calibrated-ready,4.05
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;09;04;14,2024;09;04;15,42.46803,-73.20072,valid,calibrated-ready,15.38,valid,8.92,valid,calibrated-ready,3.95
DDTAU0510,AK639KKR,CLARITY_NODE,2024;09;04;14,2024;09;04;15,42.42506,-73.22515,valid,calibrated-ready,12.1,valid,6.4,valid,calibrated-ready,3.85
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;09;04;14,2024;09;04;15,42.42689,-73.28892,valid,calibrated-ready,14.78,valid,8.46,valid,calibrated-ready,3.79
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;09;04;14,2024;09;04;15,42.45855,-73.22086,valid,calibrated-ready,11.76,valid,5.74,valid,calibrated-ready,3.68
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;09;04;14,2024;09;04;15,42.42171656,-73.20349336,valid,calibrated-ready,31.93,valid,6.05,valid,calibrated-ready,3.76
